AmountMst	CategoryId	DisplayValue	dataAreaId
-78.85	83020	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-78.85	83020	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-78.85	83020	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-78.85	83020	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-78.85	83020	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-78.85	83020	13100	6005
1200	83020	13100	6005
35	83020	13100	6005
681.82	83020	13100	6005
3800	83020	13100	6005
935	83020	13100	6005
78.85	83020	13100	6005
10000	75020	13100	6005
10000	75020	13100	6005
2000	75025	13100	6005
862.5	Claims	13100	6005
422.99	82012	13100	6005
422.99	82012	13100	6005
846.98	82012	13100	6005
422.99	82012	13100	6005
422.99	82012	13100	6005
846.98	82012	13100	6005
422.99	82012	13100	6005
420.94	82012	13100	6005
3428.57	83006	13100	6005
3428.57	83006	13100	6005
3428.57	83006	13100	6005
3428.57	83006	13100	6005
3428.58	83006	13100	6005
3428.57	83006	13100	6005
3428.57	83006	13100	6005
330	83005	13100	6005
10000	81003	13100	6005
-4450	82009	13100	6005
4450	82009	13100	6005
-9450	82009	13100	6005
9450	82009	13100	6005
-660	83005	13100	6005
3628	82014	13100	6005
56	75035	13100	6005
56	75035	13100	6005
-12500	75125	13100	6005
66630.5	82019	13100	6005
8212.5	82019	13100	6005
-1245	82019	13100	6005
-420	82019	13100	6005
-680	82019	13100	6005
-317	82019	13100	6005
18172.01	82011	13100	6005
-16781.85	82011	13100	6005
-71.82	82011	13100	6005
-71.82	82011	13100	6005
-71.82	82011	13100	6005
-71.82	82011	13100	6005
-374.73	82011	13100	6005
-423.82	82011	13100	6005
-374.73	82011	13100	6005
-20997.5	80004	13100	6005
-2921	80004	13100	6005
-1656	80004	13100	6005
-4320	80004	13100	6005
-3600	80004	13100	6005
-3060	80004	13100	6005
-8383.5	80004	13100	6005
-1440	80004	13100	6005
-2921	80004	13100	6005
-20997.5	80004	13100	6005
300	82010	13100	6005
4741	82010	13100	6005
3750	83005	13100	6005
3750	83005	13100	6005
20000	75020	13100	6005
10000	75020	13100	6005
20833.33	86001	13100	6005
20833.33	86001	13100	6005
-952.21	81003	13100	6005
-9450	82009	13100	6005
-5000	82016	13100	6005
-10000	81003	13100	6005
-3628	82014	13100	6005
-9450	82009	13100	6005
-10000	82015	13100	6005
-5000	80004	13100	6005
52384.09	81002	13100	6005
1200	81002	13100	6005
1072.5	83001	13100	6005
1072.5	83001	13100	6005
1072.5	83001	13100	6005
3750	82004	13100	6005
330	83005	13100	6005
750	75100	13100	6005
550	75115	13100	6005
600	75115	13100	6005
525	75070	13100	6005
48660	82012	13100	6005
1072.5	83001	13100	6005
1072.5	83001	13100	6005
4040	83020	13100	6005
1218.75	75115	13100	6005
-10459	81004	13100	6005
-36	81004	13100	6005
-59.66	81004	13100	6005
-67.46	81004	13100	6005
-7000	71105	13100	6005
3000.2	75085	13100	6005
3999.8	75075	13100	6005
-1072.5	83001	13100	6005
1072.5	83001	13100	6005
-1072.5	83001	13100	6005
1072.5	83001	13100	6005
-1072.5	83001	13100	6005
1072.5	83001	13100	6005
20833.33	88002	13100	6005
4260	77500	13100	6005
1732.83	75070	13100	6005
3200	83005	13100	6005
330	83005	13100	6005
8036	77520	13100	6005
1	77520	13100	6005
2735	77520	13100	6005
1	77520	13100	6005
13328	77520	13100	6005
1	77520	13100	6005
16118	77520	13100	6005
1	77520	13100	6005
1000	84002	13100	6005
1000	84002	13100	6005
355	75070	13100	6005
-4741	82010	13100	6005
2370.5	82010	13100	6005
2370.5	82010	13100	6005
1616.36	83005	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
211.49	82012	13100	6005
422.98	82012	13100	6005
211.49	82012	13100	6005
-1072.5	83001	13100	6005
1072.5	83001	13100	6005
-1072.5	83001	13100	6005
1072.5	83001	13100	6005
-5041	82010	13100	6005
2520.5	82010	13100	6005
2520.5	82010	13100	6005
2500	75065	13100	6005
-15338.86	75065	13100	6005
18500	75065	13100	6005
2500	75065	13100	6005
1200	75100	13100	6005
6480	82012	13100	6005
16950	82012	13100	6005
-2370.5	82010	13100	6005
330	83005	13100	6005
0	83005	13100	6005
17400	75095	13100	6005
270	75030	13100	6005
768.51	84002	13100	6005
768.53	84002	13100	6005
768.53	84002	13100	6005
1537.06	84002	13100	6005
768.53	84002	13100	6005
1537.06	84002	13100	6005
768.53	84002	13100	6005
21205.93	83017	13100	6005
-11567.75	75115	13100	6005
-9860	75075	13100	6005
-65789.16	WIPCR	13100	6005
2363.77	88002	13100	6005
121.64	84002	13100	6005
121.67	84002	13100	6005
243.34	84002	13100	6005
121.67	84002	13100	6005
243.34	84002	13100	6005
121.67	84002	13100	6005
121.67	84002	13100	6005
1455	82016	13100	6005
3780	82009	13100	6005
40000	75030	13100	6005
-573.25	WIPCR	13100	6005
600	82007	13100	6005
0	82007	13100	6005
0	82007	13100	6005
125	82007	13100	6005
0	82007	13100	6005
0	82007	13100	6005
0	82007	13100	6005
600	82007	13100	6005
0	82007	13100	6005
133.33	85001	13100	6005
133.33	85001	13100	6005
133.33	85001	13100	6005
0.01	85001	13100	6005
0	85001	13100	6005
0	85001	13100	6005
133.32	85001	13100	6005
133.33	85001	13100	6005
133.33	85001	13100	6005
-20833.33	88002	13100	6005
20833.33	88002	13100	6005
-1616.36	83005	13100	6005
1616.36	83005	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
4040	83020	13100	6005
2126.12	83002	13100	6005
-1025.01	82004	13100	6005
-862.5	Claims	13100	6005
862.5	77500	13100	6005
7000	75100	13100	6005
60	75125	13100	6005
-452695.34	71110	13100	6005
-48660	82012	13100	6005
1980.46	82012	13100	6005
-422.99	82012	13100	6005
-3428.57	83006	13100	6005
-6480	82012	13100	6005
-16950	82012	13100	6005
-211.49	82012	13100	6005
-768.51	84002	13100	6005
-121.67	84002	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
5000	75030	13100	6005
330	83005	13100	6005
7500	75125	13100	6005
-20833.33	88002	13100	6005
20833.33	86001	13100	6005
330	83005	13100	6005
-2145	83001	13100	6005
-1025.01	82004	13100	6005
0.02	85001	13100	6005
-1980.46	82012	13100	6005
-5400	Claims	13100	6005
800	85015	13100	6005
-136000	75020	13100	6005
-54940	75030	13100	6005
-38390	75065	13100	6005
-41101.74	75070	13100	6005
-50765	75075	13100	6005
-4415	75080	13100	6005
-10451.25	75115	13100	6005
-6000	75125	13100	6005
-47234	77500	13100	6005
-40221	77520	13100	6005
-50470	82002	13100	6005
-13702	99001	13100	6005
-60	Claims	13100	6005
-7500	75125	13100	6005
-6000	75005	13100	6005
-4050	75010	13100	6005
-403991	75020	13100	6005
-5500	75025	13100	6005
-15520	75030	13100	6005
-95348.3	75035	13100	6005
-18000	75055	13100	6005
-98778.41	75065	13100	6005
-67474.44	75070	13100	6005
-40016.8	75075	13100	6005
-3000.2	75085	13100	6005
-71900	75095	13100	6005
-1950	75100	13100	6005
-11989	75105	13100	6005
-142437.25	75115	13100	6005
-9610	75120	13100	6005
-38308.04	75125	13100	6005
-13000	75130	13100	6005
-6086.47	77500	13100	6005
-4100	75015	13100	6005
-349223.04	75020	13100	6005
-2400	75025	13100	6005
-3500	75030	13100	6005
-2263	75035	13100	6005
-972.28	75050	13100	6005
-37439.6	75065	13100	6005
-57067.44	75070	13100	6005
-33000	75075	13100	6005
-28650	75095	13100	6005
-67315	75105	13100	6005
-33163.75	75115	13100	6005
-50000	75125	13100	6005
-5094	77500	13100	6005
-2520.5	82010	13100	6005
-422.99	82012	13100	6005
-3428.57	83006	13100	6005
-211.49	82012	13100	6005
-768.53	84002	13100	6005
-121.67	84002	13100	6005
-4040	83020	13100	6005
672.66	83020	13100	6005
673.46	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
-20833.33	86001	13100	6005
2970.83	86001	13100	6005
2977.08	86001	13100	6005
2977.08	86001	13100	6005
2977.08	86001	13100	6005
2977.08	86001	13100	6005
2977.08	86001	13100	6005
2977.1	86001	13100	6005
-1616.36	83005	13100	6005
230.49	83005	13100	6005
230.97	83005	13100	6005
230.98	83005	13100	6005
230.98	83005	13100	6005
230.98	83005	13100	6005
230.98	83005	13100	6005
230.98	83005	13100	6005
37826	77520	13100	6005
6500	75115	13100	6005
330	83005	13100	6005
-8580	83005	13100	6005
8580	83005	13100	6005
1073.34	83008	13100	6005
1073.34	83008	13100	6005
2146.66	83008	13100	6005
1073.34	83008	13100	6005
2146.66	83008	13100	6005
1073.33	83008	13100	6005
1073.34	83008	13100	6005
-11412.14	82012	13100	6005
11412.14	82012	13100	6005
-11412.14	82012	13100	6005
-11412.14	82012	13100	6005
-11412.14	82012	13100	6005
-11412.14	82012	13100	6005
-11412.14	82012	13100	6005
-11412.14	82012	13100	6005
600	75070	13100	6005
487.5	75115	13100	6005
5100	75130	13100	6005
-9260	82004	13100	6005
1541.79	82004	13100	6005
1543.64	82004	13100	6005
1543.64	82004	13100	6005
1543.64	82004	13100	6005
1543.64	82004	13100	6005
1543.65	82004	13100	6005
-13800	82004	13100	6005
2297.7	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
-11000	82004	13100	6005
1831.5	82004	13100	6005
1833.7	82004	13100	6005
1833.7	82004	13100	6005
1833.7	82004	13100	6005
1833.7	82004	13100	6005
1833.7	82004	13100	6005
-4950	82007	13100	6005
4950	82007	13100	6005
-1075	82007	13100	6005
1075	82007	13100	6005
-4950	82007	13100	6005
4950	82007	13100	6005
-1000	82007	13100	6005
1000	82007	13100	6005
-6112	82008	13100	6005
6112	82008	13100	6005
-2982	82008	13100	6005
2982	82008	13100	6005
-4040	83020	13100	6005
672.66	83020	13100	6005
673.46	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
-6000	83020	13100	6005
999	83020	13100	6005
1000.2	83020	13100	6005
1000.2	83020	13100	6005
1000.2	83020	13100	6005
1000.2	83020	13100	6005
1000.2	83020	13100	6005
-4040	83020	13100	6005
672.66	83020	13100	6005
673.46	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
-4040	83020	13100	6005
672.66	83020	13100	6005
673.46	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
673.47	83020	13100	6005
-5734.19	83020	13100	6005
954.74	83020	13100	6005
955.89	83020	13100	6005
955.89	83020	13100	6005
955.89	83020	13100	6005
955.89	83020	13100	6005
955.89	83020	13100	6005
-4040	83020	13100	6005
576.1	83020	13100	6005
577.3	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
-4040	83020	13100	6005
576.1	83020	13100	6005
577.3	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
-4749	82010	13100	6005
2374.5	82010	13100	6005
2374.5	82010	13100	6005
-10285.71	81005	13100	6005
1712.57	81005	13100	6005
1714.62	81005	13100	6005
1714.63	81005	13100	6005
1714.63	81005	13100	6005
1714.63	81005	13100	6005
1714.63	81005	13100	6005
-131.86	82003	13100	6005
131.86	82003	13100	6005
-1318.68	82003	13100	6005
219.56	82003	13100	6005
219.82	82003	13100	6005
219.82	82003	13100	6005
219.82	82003	13100	6005
219.82	82003	13100	6005
219.84	82003	13100	6005
-1362.63	82003	13100	6005
226.88	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
-1362.63	82003	13100	6005
226.88	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
227.15	82003	13100	6005
-3549	81005	13100	6005
3549	81005	13100	6005
-3549	81005	13100	6005
3549	81005	13100	6005
-3549	81005	13100	6005
3549	81005	13100	6005
-2535	81005	13100	6005
2535	81005	13100	6005
-4040	83020	13100	6005
576.1	83020	13100	6005
577.3	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
577.32	83020	13100	6005
-13800	82004	13100	6005
2297.7	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
2300.46	82004	13100	6005
-13800	82004	13100	6005
1967.88	82004	13100	6005
1972.02	82004	13100	6005
1972.02	82004	13100	6005
1972.02	82004	13100	6005
1972.02	82004	13100	6005
1972.02	82004	13100	6005
1972.02	82004	13100	6005
-3750	82004	13100	6005
534.75	82004	13100	6005
535.85	82004	13100	6005
535.88	82004	13100	6005
535.88	82004	13100	6005
535.88	82004	13100	6005
535.88	82004	13100	6005
535.88	82004	13100	6005
-23400	82001	13100	6005
3896.1	82001	13100	6005
3900.78	82001	13100	6005
3900.78	82001	13100	6005
3900.78	82001	13100	6005
3900.78	82001	13100	6005
3900.78	82001	13100	6005
-21300	82001	13100	6005
3037.38	82001	13100	6005
3043.77	82001	13100	6005
3043.77	82001	13100	6005
3043.77	82001	13100	6005
3043.77	82001	13100	6005
3043.77	82001	13100	6005
3043.77	82001	13100	6005
-3900.78	82001	13100	6005
557.81	82001	13100	6005
3342.97	82001	13100	6005
-3896.1	82001	13100	6005
557.14	82001	13100	6005
3338.96	82001	13100	6005
-3900.78	82001	13100	6005
557.81	82001	13100	6005
3342.97	82001	13100	6005
-3900.78	82001	13100	6005
557.81	82001	13100	6005
3342.97	82001	13100	6005
-3900.78	82001	13100	6005
557.81	82001	13100	6005
3342.97	82001	13100	6005
-3900.78	82001	13100	6005
557.81	82001	13100	6005
3342.97	82001	13100	6005
-247.25	80001	13100	6005
-247.25	80001	13100	6005
-247.25	80001	13100	6005
-247.25	80001	13100	6005
-247.25	80001	13100	6005
-247.25	80001	13100	6005
247.25	80001	13100	6005
-3500	82001	13100	6005
-1216.67	82001	13100	6005
-1216.67	82001	13100	6005
-1216.67	82001	13100	6005
16762.67	81005	13100	6005
-16762.67	81005	13100	6005
-1465.33	82009	13100	6005
-1465.33	82009	13100	6005
-1465.33	82009	13100	6005
-600	82009	13100	6005
-600	82009	13100	6005
-600	82009	13100	6005
-168.1	85012	13100	6005
168.1	85012	13100	6005
-1483.52	85502	13100	6005
232.61	85502	13100	6005
247.01	85502	13100	6005
247.3	85502	13100	6005
252.2	85502	13100	6005
252.2	85502	13100	6005
252.2	85502	13100	6005
-4741	82010	13100	6005
743.39	82010	13100	6005
789.38	82010	13100	6005
790.32	82010	13100	6005
805.97	82010	13100	6005
805.97	82010	13100	6005
805.97	82010	13100	6005
-20833.33	86001	13100	6005
2970.83	86001	13100	6005
2977.08	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
3218.74	86001	13100	6005
-20833.33	86001	13100	6005
2970.83	86001	13100	6005
2977.08	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
2916.67	86001	13100	6005
3218.74	86001	13100	6005
-28900	83012	13100	6005
4531.52	83012	13100	6005
4811.85	83012	13100	6005
4817.63	83012	13100	6005
4913	83012	13100	6005
4913	83012	13100	6005
4913	83012	13100	6005
-8823.57	82017	13100	6005
1383.53	82017	13100	6005
1469.12	82017	13100	6005
1470.89	82017	13100	6005
1500.01	82017	13100	6005
1500.01	82017	13100	6005
1500.01	82017	13100	6005
-6995	83005	13100	6005
997.49	83005	13100	6005
999.59	83005	13100	6005
979.3	83005	13100	6005
979.3	83005	13100	6005
979.3	83005	13100	6005
979.3	83005	13100	6005
1080.72	83005	13100	6005
-7000	83009	13100	6005
1097.6	83009	13100	6005
1165.5	83009	13100	6005
1166.9	83009	13100	6005
1190	83009	13100	6005
1190	83009	13100	6005
1190	83009	13100	6005
-5610	83020	13100	6005
879.64	83020	13100	6005
934.07	83020	13100	6005
935.19	83020	13100	6005
953.7	83020	13100	6005
953.7	83020	13100	6005
953.7	83020	13100	6005
-2992.5	85001	13100	6005
469.21	85001	13100	6005
498.25	85001	13100	6005
508.73	85001	13100	6005
508.73	85001	13100	6005
498.85	85001	13100	6005
508.73	85001	13100	6005
-7844.42	85001	13100	6005
1568.88	85001	13100	6005
1568.88	85001	13100	6005
1568.88	85001	13100	6005
1568.88	85001	13100	6005
1568.9	85001	13100	6005
-108.18	85001	13100	6005
108.18	85001	13100	6005
-1.79	83001	13100	6005
1.79	83001	13100	6005
-108.18	83001	13100	6005
108.18	83001	13100	6005
-108.18	85001	13100	6005
108.18	85001	13100	6005
-108.18	83001	13100	6005
108.18	83001	13100	6005
-2750	85006	13100	6005
2750	85006	13100	6005
-400	85001	13100	6005
400	85001	13100	6005
-300	85001	13100	6005
300	85001	13100	6005
-300	85001	13100	6005
300	85001	13100	6005
-300	85001	13100	6005
300	85001	13100	6005
-400	85001	13100	6005
400	85001	13100	6005
-300	85001	13100	6005
300	85001	13100	6005
-400	85001	13100	6005
400	85001	13100	6005
-3780	82009	13100	6005
539.03	82009	13100	6005
540.16	82009	13100	6005
540.16	82009	13100	6005
540.16	82009	13100	6005
540.16	82009	13100	6005
540.16	82009	13100	6005
540.17	82009	13100	6005
-3200	83005	13100	6005
456.32	83005	13100	6005
457.28	83005	13100	6005
457.28	83005	13100	6005
457.28	83005	13100	6005
457.28	83005	13100	6005
457.28	83005	13100	6005
457.28	83005	13100	6005
-5124.15	83012	13100	6005
-5124.15	83012	13100	6005
-5124.15	83012	13100	6005
-5124.15	83012	13100	6005
-5124.15	83012	13100	6005
-5124.15	83012	13100	6005
5124.15	83012	13100	6005
-624.17	83004	13100	6005
-624.17	83004	13100	6005
-624.17	83004	13100	6005
-624.17	83004	13100	6005
-624.17	83004	13100	6005
-624.17	83004	13100	6005
624.17	83004	13100	6005
-1000	83006	13100	6005
-1000	83006	13100	6005
-1000	83006	13100	6005
-1000	83006	13100	6005
-1000	83006	13100	6005
-1000	83006	13100	6005
1000	83006	13100	6005
2000	83005	13100	6005
2000	83005	13100	6005
2000	83005	13100	6005
2000	83005	13100	6005
2000	83005	13100	6005
2000	83005	13100	6005
-600	82007	13100	6005
600	82007	13100	6005
-125	82007	13100	6005
125	82007	13100	6005
-600	82007	13100	6005
600	82007	13100	6005
296.7	83003	13100	6005
296.71	83003	13100	6005
296.7	83003	13100	6005
296.7	83003	13100	6005
296.7	83003	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
1380	83008	13100	6005
428.58	84002	13100	6005
428.57	84002	13100	6005
428.57	84002	13100	6005
428.57	84002	13100	6005
428.57	84002	13100	6005
428.57	84002	13100	6005
428.57	84002	13100	6005
371.42	83009	13100	6005
371.43	83009	13100	6005
371.43	83009	13100	6005
371.43	83009	13100	6005
742.86	83009	13100	6005
371.43	83009	13100	6005
3700	82002	13100	6005
-83.49	83017	13100	6005
-309.65	83017	13100	6005
-244.83	83017	13100	6005
-133.83	83017	13100	6005
-245.98	83017	13100	6005
-186.41	83017	13100	6005
-235.93	83017	13100	6005
-272.56	83017	13100	6005
-260.23	83017	13100	6005
-66.37	83017	13100	6005
-328.41	83017	13100	6005
328.41	83017	13100	6005
-7150	83017	13100	6005
-7150	83017	13100	6005
-7150	83017	13100	6005
-7150	83017	13100	6005
-7150	83017	13100	6005
-7150	83017	13100	6005
7150	83017	13100	6005
-1125	82012	13100	6005
562.5	82012	13100	6005
562.5	82012	13100	6005
25915	75030	13100	6005
53985	75020	13100	6005
800	75050	13100	6005
6600	75050	13100	6005
4600	75115	13100	6005
10800	75095	13100	6005
-672.66	83020	13100	6005
95.52	83020	13100	6005
577.14	83020	13100	6005
-673.47	83020	13100	6005
95.63	83020	13100	6005
577.84	83020	13100	6005
-673.47	83020	13100	6005
95.63	83020	13100	6005
577.84	83020	13100	6005
-319	83005	13100	6005
319	83005	13100	6005
-219.58	83005	13100	6005
219.58	83005	13100	6005
-78.85	83020	13100	6005
7.73	83020	13100	6005
71.12	83020	13100	6005
60	Claims	13100	6005
-60	75125	13100	6005
330	83005	13100	6005
-37836	77500	13100	6005
37836	77500	13100	6005
-37826	77500	13100	6005
2181.81	82015	13100	6005
1435.57	83019	13100	6005
1435.57	83019	13100	6005
1435.57	83019	13100	6005
1435.57	83019	13100	6005
1435.57	83019	13100	6005
2871.14	83019	13100	6005
-1025.01	83017	13100	6005
-220	82012	13100	6005
55	82012	13100	6005
55	82012	13100	6005
55	82012	13100	6005
55	82012	13100	6005
-1000	82012	13100	6005
240	82012	13100	6005
250	82012	13100	6005
250	82012	13100	6005
260	82012	13100	6005
-562.5	82012	13100	6005
134.99	82012	13100	6005
140.63	82012	13100	6005
140.63	82012	13100	6005
146.25	82012	13100	6005
-280.5	82012	13100	6005
69.18	82012	13100	6005
70.13	82012	13100	6005
70.13	82012	13100	6005
71.06	82012	13100	6005
-2244	82012	13100	6005
561	82012	13100	6005
561	82012	13100	6005
561	82012	13100	6005
561	82012	13100	6005
-1496	82012	13100	6005
374	82012	13100	6005
374	82012	13100	6005
374	82012	13100	6005
374	82012	13100	6005
-280.5	82012	13100	6005
69.18	82012	13100	6005
70.13	82012	13100	6005
70.13	82012	13100	6005
71.06	82012	13100	6005
-187	82012	13100	6005
46.75	82012	13100	6005
46.75	82012	13100	6005
46.75	82012	13100	6005
46.75	82012	13100	6005
-34.65	82012	13100	6005
8.32	82012	13100	6005
8.66	82012	13100	6005
8.66	82012	13100	6005
9.01	82012	13100	6005
-93.5	82012	13100	6005
22.43	82012	13100	6005
23.38	82012	13100	6005
23.38	82012	13100	6005
24.31	82012	13100	6005
-118.5	82012	13100	6005
28.43	82012	13100	6005
29.63	82012	13100	6005
29.63	82012	13100	6005
30.81	82012	13100	6005
2017.15	82012	13100	6005
-504.29	82012	13100	6005
-504.29	82012	13100	6005
-524.46	82012	13100	6005
-484.11	82012	13100	6005
-4500	82012	13100	6005
1125	82012	13100	6005
1125	82012	13100	6005
1125	82012	13100	6005
1125	82012	13100	6005
2050.02	82004	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
-330	83005	13100	6005
330	83005	13100	6005
-39000	75020	13100	6005
-3950	82002	13100	6005
-1800	82002	13100	6005
-800	75070	13100	6005
-32500	75020	13100	6005
-525	75070	13100	6005
-355	75070	13100	6005
-862.5	77500	13100	6005
-3700	82002	13100	6005
3700	82002	13100	6005
-105.84	81005	13100	6005
105.84	81005	13100	6005
-260	81005	13100	6005
260	81005	13100	6005
-260	81005	13100	6005
260	81005	13100	6005
-715	81005	13100	6005
715	81005	13100	6005
-1532.96	82003	13100	6005
240.38	82003	13100	6005
255.24	82003	13100	6005
255.54	82003	13100	6005
260.6	82003	13100	6005
260.6	82003	13100	6005
260.6	82003	13100	6005
-1532.96	82003	13100	6005
240.38	82003	13100	6005
255.24	82003	13100	6005
255.54	82003	13100	6005
260.6	82003	13100	6005
260.6	82003	13100	6005
260.6	82003	13100	6005
-380	82016	13100	6005
-695	82016	13100	6005
-380	82016	13100	6005
-1455	82016	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
400	83012	13100	6005
1500	83020	13100	6005
1500	83020	13100	6005
1500	83020	13100	6005
1500	83020	13100	6005
3000	83020	13100	6005
71.42	83019	13100	6005
71.43	83019	13100	6005
71.43	83019	13100	6005
71.43	83019	13100	6005
71.43	83019	13100	6005
142.86	83019	13100	6005
-1954.36	83010	13100	6005
-630.67	83010	13100	6005
-1432.01	83010	13100	6005
-579.5	83010	13100	6005
-1280.27	83010	13100	6005
-1123.19	83010	13100	6005
1123.19	83010	13100	6005
-449	83010	13100	6005
-744.55	81001	13100	6005
-2295	82005	13100	6005
-1940	82010	13100	6005
-3440	82010	13100	6005
-1940	82010	13100	6005
-10539.05	85011	13100	6005
-10539.05	85011	13100	6005
-1260	85012	13100	6005
-400	88002	13100	6005
400	88002	13100	6005
-3540	88002	13100	6005
-3540	88002	13100	6005
-2340	88002	13100	6005
-1660	88002	13100	6005
-1660	88002	13100	6005
1660	88002	13100	6005
-1750	88002	13100	6005
-480.37	85502	13100	6005
-480.37	85502	13100	6005
-480.37	85502	13100	6005
-480.37	85502	13100	6005
-480.37	85502	13100	6005
-480.37	85502	13100	6005
-480.4	85502	13100	6005
480.37	85502	13100	6005
-36968.66	81002	13100	6005
-36968.66	81002	13100	6005
-36968.66	81002	13100	6005
-36968.66	81002	13100	6005
-36968.66	81002	13100	6005
-36968.66	81002	13100	6005
36968.66	81002	13100	6005
-4817.63	83012	13100	6005
-1833.7	82004	13100	6005
-935.19	83020	13100	6005
-1714.63	81005	13100	6005
-247.3	85502	13100	6005
-1166.9	83009	13100	6005
-673.47	83020	13100	6005
-1000.2	83020	13100	6005
-219.82	82003	13100	6005
-673.47	83020	13100	6005
-3900.78	82001	13100	6005
-3043.77	82001	13100	6005
3900.78	82001	13100	6005
-3342.97	82001	13100	6005
-1470.89	82017	13100	6005
-498.85	85001	13100	6005
-227.15	82003	13100	6005
-255.54	82003	13100	6005
-1543.64	82004	13100	6005
-2300.46	82004	13100	6005
-673.47	83020	13100	6005
-955.89	83020	13100	6005
-227.15	82003	13100	6005
-255.54	82003	13100	6005
-219.58	83005	13100	6005
-790.32	82010	13100	6005
-2300.46	82004	13100	6005
-562.5	82012	13100	6005
-330	83005	13100	6005
-330	83005	13100	6005
-422.99	82012	13100	6005
-330	83005	13100	6005
-211.49	82012	13100	6005
-330	83005	13100	6005
-330	83005	13100	6005
-133.33	85001	13100	6005
-330	83005	13100	6005
-2000	83005	13100	6005
-296.7	83003	13100	6005
-25915	75030	13100	6005
-53985	75020	13100	6005
-800	75050	13100	6005
-6600	75050	13100	6005
-4600	75115	13100	6005
-10800	75095	13100	6005
-600	75070	13100	6005
-487.5	75115	13100	6005
-5100	75130	13100	6005
42435	77500	13100	6005
4000	75110	13100	6005
-7000	75100	13100	6005
-37826	77520	13100	6005
-4609	77500	13100	6005
-577.14	83020	13100	6005
-422.99	82012	13100	6005
-3428.57	83006	13100	6005
-2977.08	86001	13100	6005
-211.49	82012	13100	6005
-230.98	83005	13100	6005
-768.53	84002	13100	6005
-121.64	84002	13100	6005
-133.33	85001	13100	6005
-2300.46	82004	13100	6005
-2114.93	82012	13100	6005
-1972.02	82004	13100	6005
-1200	83020	13100	6005
-35	83020	13100	6005
-681.82	83020	13100	6005
-3800	83020	13100	6005
-935	83020	13100	6005
-71.12	83020	13100	6005
-535.88	82004	13100	6005
-18876.28	82012	13100	6005
-23437.49	86001	13100	6005
-1543.64	82004	13100	6005
-2300.46	82004	13100	6005
-2727.27	83010	13100	6005
-2272.73	83010	13100	6005
-189.75	83005	13100	6005
-712.5	85502	13100	6005
