AmountMst	CategoryId	DisplayValue	dataAreaId
-2500	83010	13100	6005
-189.75	83005	13100	6005
-1833.7	82004	13100	6005
-624.17	83004	13100	6005
-1000	83006	13100	6005
-247.25	80001	13100	6005
-16762.67	81005	13100	6005
-540.16	82009	13100	6005
-457.28	83005	13100	6005
-2916.67	86001	13100	6005
-2916.67	86001	13100	6005
-577.32	83020	13100	6005
-979.3	83005	13100	6005
-805.97	82010	13100	6005
-577.32	83020	13100	6005
-227.15	82003	13100	6005
-673.47	83020	13100	6005
-955.89	83020	13100	6005
-227.15	82003	13100	6005
-469.21	85001	13100	6005
-1500.01	82017	13100	6005
-400	85001	13100	6005
-673.47	83020	13100	6005
-219.82	82003	13100	6005
-673.47	83020	13100	6005
-1000.2	83020	13100	6005
-1190	83009	13100	6005
-252.2	85502	13100	6005
-1714.63	81005	13100	6005
-1568.88	85001	13100	6005
-953.7	83020	13100	6005
-4913	83012	13100	6005
-328.41	83017	13100	6005
-7150	83017	13100	6005
-577.32	83020	13100	6005
-1073.34	83008	13100	6005
-371.43	83009	13100	6005
-296.7	83003	13100	6005
-1380	83008	13100	6005
-428.57	84002	13100	6005
-260.6	82003	13100	6005
-240.38	82003	13100	6005
-3043.77	82001	13100	6005
-3342.97	82001	13100	6005
-5124.15	83012	13100	6005
-480.37	85502	13100	6005
-2250	82012	13100	6005
-1123.19	83010	13100	6005
-200	83012	13100	6005
-1500	83020	13100	6005
-71.43	83019	13100	6005
-11412.14	82012	13100	6005
-36968.66	81002	13100	6005
-25900	82002	13100	6005
-4041.24	83020	13100	6005
-6855.1	83005	13100	6005
-4041.24	83020	13100	6005
-13804.14	82004	13100	6005
-3751.16	82004	13100	6005
-20416.69	86001	13100	6005
-20416.69	86001	13100	6005
-3200.96	83005	13100	6005
-20839.56	86001	13100	6005
-4044.88	83020	13100	6005
-1616.86	83005	13100	6005
-3781.12	82009	13100	6005
-4041.24	83020	13100	6005
-7513.38	83008	13100	6005
-2600.01	83009	13100	6005
-14000	83005	13100	6005
-2999.99	84002	13100	6005
-9660	83008	13100	6005
-500.01	83019	13100	6005
-1400	83012	13100	6005
-2750	85006	13100	6005
-577.32	83020	13100	6005
-999.59	83005	13100	6005
-577.32	83020	13100	6005
-1972.02	82004	13100	6005
-535.88	82004	13100	6005
-2977.08	86001	13100	6005
-2977.08	86001	13100	6005
-457.28	83005	13100	6005
-2977.08	86001	13100	6005
-577.84	83020	13100	6005
-230.98	83005	13100	6005
-540.16	82009	13100	6005
-400	85001	13100	6005
-577.32	83020	13100	6005
-2126.12	83002	13100	6005
-1073.34	83008	13100	6005
-371.42	83009	13100	6005
-2000	83005	13100	6005
-428.58	84002	13100	6005
-1380	83008	13100	6005
-71.42	83019	13100	6005
-200	83012	13100	6005
-1500	83020	13100	6005
-2181.81	82015	13100	6005
-83716.03	75020	13100	6005
-112	75035	13100	6005
-3500	75055	13100	6005
-100713.89	75065	13100	6005
-154385.5	75070	13100	6005
-9050.5	75105	13100	6005
1682.5	75115	13100	6005
-13003	77500	13100	6005
-3950	82002	13100	6005
66362.41	WIPCR	13100	6005
-83.75	75115	13100	6005
-502.5	75115	13100	6005
-670	75115	13100	6005
-1256.25	75115	13100	6005
-2401.25	75115	13100	6005
-2012.5	75115	13100	6005
-1256.25	75115	13100	6005
0	75110	13100	6005
-4000	75110	13100	6005
-15647.13	75030	13100	6005
-4000	75110	13100	6005
25900	82002	13100	6005
4041.24	83020	13100	6005
6855.1	83005	13100	6005
4041.24	83020	13100	6005
13804.14	82004	13100	6005
3751.16	82004	13100	6005
20416.69	86001	13100	6005
20416.69	86001	13100	6005
3200.96	83005	13100	6005
20839.56	86001	13100	6005
4044.88	83020	13100	6005
1616.86	83005	13100	6005
3781.12	82009	13100	6005
4041.24	83020	13100	6005
7513.38	83008	13100	6005
2600.01	83009	13100	6005
14000	83005	13100	6005
2999.99	84002	13100	6005
9660	83008	13100	6005
500.01	83019	13100	6005
1400	83012	13100	6005
-3700	82002	13100	6005
-577.32	83020	13100	6005
-979.3	83005	13100	6005
-577.32	83020	13100	6005
-1972.02	82004	13100	6005
-535.88	82004	13100	6005
-2916.67	86001	13100	6005
-2916.67	86001	13100	6005
-457.28	83005	13100	6005
-2977.08	86001	13100	6005
-577.84	83020	13100	6005
-230.98	83005	13100	6005
-540.16	82009	13100	6005
-577.32	83020	13100	6005
-1073.34	83008	13100	6005
-371.43	83009	13100	6005
-2000	83005	13100	6005
-428.57	84002	13100	6005
-1380	83008	13100	6005
-71.43	83019	13100	6005
-200	83012	13100	6005
-1568.9	85001	13100	6005
-1660	88002	13100	6005
-3269.09	85001	13100	6005
60	75125	13100	6005
23.18	54005	13100	6005
64.95	54005	13100	6005
300	85014	13100	6005
2250	83001	13100	6005
1690	83001	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
200	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
1600	83012	13100	6005
15647.13	75030	13100	6005
-1488.18	85001	13100	6005
-508.18	85001	13100	6005
-3269.09	85001	13100	6005
3269.09	85001	13100	6005
-808.18	85001	13100	6005
808.18	85001	13100	6005
-808.18	85001	13100	6005
-500	85001	13100	6005
-1696.09	85001	13100	6005
-2400	85003	13100	6005
-660	83005	13100	6005
-108.18	83001	13100	6005
-400	85001	13100	6005
-1568.88	85001	13100	6005
-3043.77	82001	13100	6005
-3342.97	82001	13100	6005
-1072.5	83001	13100	6005
-1072.5	83001	13100	6005
-1072.5	83001	13100	6005
-1072.5	83001	13100	6005
-1072.5	83001	13100	6005
-133.33	85001	13100	6005
-0.02	85001	13100	6005
-1568.88	85001	13100	6005
-3750	83005	13100	6005
-211.49	82012	13100	6005
-0.02	80001	13100	6005
15.98	81002	13100	6005
0.01	82001	13100	6005
-198	82004	13100	6005
-108.01	82009	13100	6005
70.4	82011	13100	6005
-38.2	82012	13100	6005
-172.52	82014	13100	6005
185	83001	13100	6005
0.02	83004	13100	6005
-533.09	83005	13100	6005
-176	83008	13100	6005
0.03	83012	13100	6005
-445.08	83015	13100	6005
-1644.01	83017	13100	6005
0.01	83020	13100	6005
-2272	85501	13100	6005
-0.05	86001	13100	6005
-759	87001	13100	6005
-2419.01	88002	13100	6005
0.01	85011	13100	6005
-38.5	85014	13100	6005
-300	85001	13100	6005
-108.18	85001	13100	6005
-1.79	83001	13100	6005
-300	85001	13100	6005
-272.73	82014	13100	6005
-7.73	83020	13100	6005
-60	75125	13100	6005
-4913	83012	13100	6005
-1833.7	82004	13100	6005
-879.64	83020	13100	6005
-1568.88	85001	13100	6005
-1714.63	81005	13100	6005
-252.2	85502	13100	6005
-1190	83009	13100	6005
-300	85001	13100	6005
-673.47	83020	13100	6005
-1000.2	83020	13100	6005
-219.82	82003	13100	6005
-55	82012	13100	6005
-250	82012	13100	6005
-140.63	82012	13100	6005
-70.13	82012	13100	6005
-561	82012	13100	6005
-374	82012	13100	6005
-70.13	82012	13100	6005
-46.75	82012	13100	6005
-8.66	82012	13100	6005
-23.38	82012	13100	6005
-29.63	82012	13100	6005
504.29	82012	13100	6005
-673.47	83020	13100	6005
-3900.78	82001	13100	6005
-3043.77	82001	13100	6005
3900.78	82001	13100	6005
-3342.97	82001	13100	6005
-1500.01	82017	13100	6005
-508.73	85001	13100	6005
-227.15	82003	13100	6005
-260.6	82003	13100	6005
-1543.64	82004	13100	6005
-2300.46	82004	13100	6005
-673.47	83020	13100	6005
-955.89	83020	13100	6005
-227.15	82003	13100	6005
-260.6	82003	13100	6005
-2727.27	83010	13100	6005
-319	83005	13100	6005
-2272.73	83010	13100	6005
-189.75	83005	13100	6005
-712.5	85502	13100	6005
-2500	83010	13100	6005
-189.75	83005	13100	6005
-219.58	83005	13100	6005
-577.32	83020	13100	6005
-805.97	82010	13100	6005
-2300.46	82004	13100	6005
-979.3	83005	13100	6005
-577.32	83020	13100	6005
-1125	82012	13100	6005
-1972.02	82004	13100	6005
-535.88	82004	13100	6005
-2916.67	86001	13100	6005
-2916.67	86001	13100	6005
-673.47	83020	13100	6005
-3750	83005	13100	6005
-420.94	82012	13100	6005
-3428.57	83006	13100	6005
-2977.08	86001	13100	6005
-457.28	83005	13100	6005
-211.49	82012	13100	6005
-230.98	83005	13100	6005
-768.53	84002	13100	6005
-121.67	84002	13100	6005
-540.16	82009	13100	6005
-0.01	85001	13100	6005
-133.32	85001	13100	6005
-577.32	83020	13100	6005
-1073.33	83008	13100	6005
-2000	83005	13100	6005
-296.7	83003	13100	6005
-371.43	83009	13100	6005
-1380	83008	13100	6005
-428.57	84002	13100	6005
-200	83012	13100	6005
-1500	83020	13100	6005
-71.43	83019	13100	6005
-4913	83012	13100	6005
-105.84	81005	13100	6005
-1833.7	82004	13100	6005
-168.1	85012	13100	6005
-934.07	83020	13100	6005
-260	81005	13100	6005
-260	81005	13100	6005
-715	81005	13100	6005
-1714.63	81005	13100	6005
-131.86	82003	13100	6005
-252.2	85502	13100	6005
-1190	83009	13100	6005
-1716	83001	13100	6005
-415	81004	13100	6005
-220	81004	13100	6005
-6112	82008	13100	6005
-2982	82008	13100	6005
-673.47	83020	13100	6005
-1000.2	83020	13100	6005
-219.82	82003	13100	6005
-108.18	85001	13100	6005
-55	82012	13100	6005
-250	82012	13100	6005
-140.63	82012	13100	6005
-70.13	82012	13100	6005
-561	82012	13100	6005
-374	82012	13100	6005
-70.13	82012	13100	6005
-46.75	82012	13100	6005
-8.66	82012	13100	6005
-23.38	82012	13100	6005
-29.63	82012	13100	6005
504.29	82012	13100	6005
-673.47	83020	13100	6005
-3900.78	82001	13100	6005
-3037.38	82001	13100	6005
3900.78	82001	13100	6005
-3342.97	82001	13100	6005
-1500.01	82017	13100	6005
-508.73	85001	13100	6005
-227.15	82003	13100	6005
-260.6	82003	13100	6005
-420	84003	13100	6005
-1543.64	82004	13100	6005
-2300.46	82004	13100	6005
-673.47	83020	13100	6005
-955.89	83020	13100	6005
-227.15	82003	13100	6005
-260.6	82003	13100	6005
-4950	82007	13100	6005
-2370.5	82010	13100	6005
-150	82010	13100	6005
-1075	82007	13100	6005
-4950	82007	13100	6005
-1000	82007	13100	6005
-2374.5	82010	13100	6005
-519.62	81005	13100	6005
-712.02	82019	13100	6005
-3798.09	83005	13100	6005
-2272.73	83010	13100	6005
-189.75	83005	13100	6005
-712.5	85502	13100	6005
-726.36	81005	13100	6005
-862.35	83005	13100	6005
-317.24	84003	13100	6005
-3705.45	83005	13100	6005
-2500	83010	13100	6005
-189.75	83005	13100	6005
-219.58	83005	13100	6005
-319	83005	13100	6005
-400	84003	13100	6005
-577.32	83020	13100	6005
-805.97	82010	13100	6005
-2300.46	82004	13100	6005
-979.3	83005	13100	6005
-9450	82009	13100	6005
-4450	82009	13100	6005
9450	82009	13100	6005
-577.32	83020	13100	6005
-2114.92	82012	13100	6005
-1125	82012	13100	6005
-1972.02	82004	13100	6005
-2370.5	82010	13100	6005
-535.88	82004	13100	6005
-2916.67	86001	13100	6005
-3428.57	83006	13100	6005
-747.25	80001	13100	6005
1494.5	80001	13100	6005
571.43	80001	13100	6005
0	80001	13100	6005
0	80001	13100	6005
0	80001	13100	6005
0	80001	13100	6005
2370.5	83002	13100	6005
2370.5	83002	13100	6005
483.52	80001	13100	6005
747.25	80001	13100	6005
175.82	80001	13100	6005
747.25	80001	13100	6005
175.83	80001	13100	6005
263.73	80001	13100	6005
142.86	83019	13100	6005
71.42	83019	13100	6005
71.43	83019	13100	6005
71.43	83019	13100	6005
1714.28	83019	13100	6005
857.14	83019	13100	6005
857.14	83019	13100	6005
857.14	83019	13100	6005
857.14	83019	13100	6005
857.14	83019	13100	6005
914.28	83018	13100	6005
457.14	83018	13100	6005
457.14	83018	13100	6005
457.14	83018	13100	6005
457.14	83018	13100	6005
11277.14	83018	13100	6005
-2916.67	86001	13100	6005
-673.46	83020	13100	6005
-2520.5	82010	13100	6005
-846.98	82012	13100	6005
-3428.58	83006	13100	6005
-2977.08	86001	13100	6005
-1000	84002	13100	6005
-457.28	83005	13100	6005
-422.98	82012	13100	6005
-230.98	83005	13100	6005
-1537.06	84002	13100	6005
-243.34	84002	13100	6005
-540.16	82009	13100	6005
-600	82007	13100	6005
-125	82007	13100	6005
-600	82007	13100	6005
-577.32	83020	13100	6005
-2146.66	83008	13100	6005
-2000	83005	13100	6005
-296.7	83003	13100	6005
-371.43	83009	13100	6005
-1380	83008	13100	6005
-428.57	84002	13100	6005
-200	83012	13100	6005
-1500	83020	13100	6005
-71.43	83019	13100	6005
562.71	82012	13100	6005
-808.18	85001	13100	6005
-400	88002	13100	6005
-4531.52	83012	13100	6005
-1833.7	82004	13100	6005
-953.7	83020	13100	6005
-1714.62	81005	13100	6005
-232.61	85502	13100	6005
-1097.6	83009	13100	6005
-673.46	83020	13100	6005
-1000.2	83020	13100	6005
-219.84	82003	13100	6005
-673.46	83020	13100	6005
-3896.1	82001	13100	6005
-3043.77	82001	13100	6005
3896.1	82001	13100	6005
-3338.96	82001	13100	6005
-1383.53	82017	13100	6005
-498.25	85001	13100	6005
-227.15	82003	13100	6005
-255.24	82003	13100	6005
-1543.65	82004	13100	6005
-2300.46	82004	13100	6005
-673.46	83020	13100	6005
-955.89	83020	13100	6005
-227.15	82003	13100	6005
-240.38	82003	13100	6005
-2114.93	82012	13100	6005
-2114.93	82012	13100	6005
-577.3	83020	13100	6005
-743.39	82010	13100	6005
-2300.46	82004	13100	6005
-1080.72	83005	13100	6005
-577.3	83020	13100	6005
-1972.02	82004	13100	6005
-535.85	82004	13100	6005
-3218.74	86001	13100	6005
-3218.74	86001	13100	6005
-673.47	83020	13100	6005
-846.98	82012	13100	6005
-2977.1	86001	13100	6005
-457.28	83005	13100	6005
-211.49	82012	13100	6005
-230.97	83005	13100	6005
-1537.06	84002	13100	6005
-243.34	84002	13100	6005
-540.17	82009	13100	6005
-133.33	85001	13100	6005
-577.3	83020	13100	6005
-2146.66	83008	13100	6005
-1380	83008	13100	6005
-428.57	84002	13100	6005
-4811.85	83012	13100	6005
-1831.5	82004	13100	6005
-953.7	83020	13100	6005
-1712.57	81005	13100	6005
-247.01	85502	13100	6005
-1165.5	83009	13100	6005
-3549	81005	13100	6005
-3549	81005	13100	6005
-3549	81005	13100	6005
-2535	81005	13100	6005
-672.66	83020	13100	6005
-999	83020	13100	6005
-219.56	82003	13100	6005
-55	82012	13100	6005
-240	82012	13100	6005
-134.99	82012	13100	6005
-69.18	82012	13100	6005
-561	82012	13100	6005
-374	82012	13100	6005
-69.18	82012	13100	6005
-46.75	82012	13100	6005
-8.32	82012	13100	6005
-22.43	82012	13100	6005
-28.43	82012	13100	6005
484.11	82012	13100	6005
-672.66	83020	13100	6005
-3043.77	82001	13100	6005
-557.81	82001	13100	6005
-557.14	82001	13100	6005
-557.81	82001	13100	6005
-557.81	82001	13100	6005
-557.81	82001	13100	6005
-557.81	82001	13100	6005
-1469.12	82017	13100	6005
-508.73	85001	13100	6005
-300	85001	13100	6005
-226.88	82003	13100	6005
-260.6	82003	13100	6005
-1541.79	82004	13100	6005
-2297.7	82004	13100	6005
-672.66	83020	13100	6005
-954.74	83020	13100	6005
-226.88	82003	13100	6005
-255.24	82003	13100	6005
-2370.5	82010	13100	6005
-150	82010	13100	6005
-2374.5	82010	13100	6005
-108.18	83001	13100	6005
-2727.27	83010	13100	6005
-319	83005	13100	6005
-2272.73	83010	13100	6005
-189.75	83005	13100	6005
-712.5	85502	13100	6005
-2500	83010	13100	6005
-189.75	83005	13100	6005
-219.58	83005	13100	6005
-2114.91	82012	13100	6005
-576.1	83020	13100	6005
-789.38	82010	13100	6005
-2297.7	82004	13100	6005
-997.49	83005	13100	6005
-576.1	83020	13100	6005
-1125	82012	13100	6005
-1967.88	82004	13100	6005
-534.75	82004	13100	6005
-2970.83	86001	13100	6005
-2970.83	86001	13100	6005
-95.52	83020	13100	6005
-95.63	83020	13100	6005
-95.63	83020	13100	6005
-422.99	82012	13100	6005
-3428.57	83006	13100	6005
-2970.83	86001	13100	6005
-1000	84002	13100	6005
-456.32	83005	13100	6005
-211.49	82012	13100	6005
-230.49	83005	13100	6005
-768.53	84002	13100	6005
-121.67	84002	13100	6005
-539.03	82009	13100	6005
-133.33	85001	13100	6005
-576.1	83020	13100	6005
-1073.34	83008	13100	6005
-2000	83005	13100	6005
-296.71	83003	13100	6005
-742.86	83009	13100	6005
-1380	83008	13100	6005
-428.57	84002	13100	6005
-400	83012	13100	6005
-3000	83020	13100	6005
-142.86	83019	13100	6005
-747.26	80001	13100	6005
-571.42	80001	13100	6005
-23.18	54005	13100	6005
-64.95	54005	13100	6005
571.42	80001	13100	6005
747.26	80001	13100	6005
1990	83001	13100	6005
2250	83001	13100	6005
4500	83012	13100	6005
4500	83012	13100	6005
9000	83012	13100	6005
0.12	83003	13100	6005
0.12	83003	13100	6005
0.25	83003	13100	6005
4718.38	83003	13100	6005
4718.38	83003	13100	6005
9437.25	83003	13100	6005
0.25	83003	13100	6005
0.12	83003	13100	6005
0.13	83003	13100	6005
-2432	75105	13100	6005
-5000	80004	13100	6005
-53000	80005	13100	6005
-9152	81002	13100	6005
-2450	81003	13100	6005
-259	81005	13100	6005
-8000	82004	13100	6005
-27500	82006	13100	6005
-5000	82009	13100	6005
-7114.93	82012	13100	6005
-12600	82016	13100	6005
-3750	83005	13100	6005
-800	85015	13100	6005
137057.93	WIPCR	13100	6005
-2455	75105	13100	6005
-294.55	81003	13100	6005
-4000	82002	13100	6005
-2114.93	82012	13100	6005
-10000	82015	13100	6005
-3090	83005	13100	6005
21954.48	WIPCR	13100	6005
-300	85014	13100	6005
-2250	83001	13100	6005
-1690	83001	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-200	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
-1600	83012	13100	6005
1240	81003	13100	6005
1754.45	88002	13100	6005
4000	COSTTRF	13100	6005
-15037.16	COSTTRF	13100	6005
-17147.64	COSTTRF	13100	6005
-24827.56	COSTTRF	13100	6005
